"SeasonEnd","Team","Franchise","Team.1","Playoffs","W","PTS","oppPTS","FG","FGA","X2P","X2PA","X3P","X3PA","FT","FTA","ORB","DRB","AST","STL","BLK","TOV","FGP","X2PP","X3PP","FTP","absPTS","X2P_rate","X3P_rate","X2PA_rate","X3PA_rate","period"
1991,"Atlanta Hawks","ATL","ATL",1,43,109.792682926829,109.024390243902,40.8414634146341,88.0853658536585,37.5365853658537,77.890243902439,3.30487804878049,10.1951219512195,24.8048780487805,31.0243902439024,15.0609756097561,29.5121951219512,22.7317073170732,8.89024390243902,4.5609756097561,15.0121951219512,0.463657759933546,0.481916392672616,0.324162679425837,0.799528301886792,0.768292682926827,0.919080322484324,0.0809196775156763,0.884258618302644,0.115741381697356,2
1992,"Atlanta Hawks","ATL","ATL",0,38,106.231707317073,107.731707317073,42.5853658536585,91.1707317073171,40.0243902439024,82.9878048780488,2.5609756097561,8.18292682926829,18.5,25.2926829268293,15.7073170731707,30.4634146341463,25.890243902439,9.67073170731707,3.90243902439024,15.3048780487805,0.467094703049759,0.482292432035268,0.312965722801788,0.731436837029894,-1.5,0.939862542955326,0.0601374570446735,0.910246120920278,0.0897538790797218,2
1993,"Atlanta Hawks","ATL","ATL",0,43,107.487804878049,108.353658536585,41.3658536585366,88.6829268292683,36.7073170731707,75.5609756097561,4.65853658536585,13.1219512195122,20.0975609756098,27.0853658536585,15.7317073170732,28.5853658536585,25.4146341463415,9.82926829268293,3.39024390243902,16.3292682926829,0.466446644664466,0.485797288573273,0.355018587360595,0.742008104457452,-0.865853658536594,0.887382075471698,0.112617924528302,0.852035203520352,0.147964796479648,2
1994,"Atlanta Hawks","ATL","ATL",1,57,101.439024390244,96.1707317073171,39.5975609756098,85.8414634146341,36.3292682926829,75.719512195122,3.26829268292683,10.1219512195122,18.9756097560976,25.2439024390244,15.2439024390244,29.5487804878049,25.0731707317073,11.1585365853659,5.47560975609756,15.2682926829268,0.461287114646967,0.479787405379288,0.32289156626506,0.751690821256039,5.26829268292683,0.917462272867262,0.0825377271327379,0.882085523511862,0.117914476488138,2
1995,"Atlanta Hawks","ATL","ATL",1,42,96.5975609756098,95.3170731707317,36.4146341463415,81.4634146341463,29.8414634146341,62.1951219512195,6.57317073170732,19.2682926829268,17.1951219512195,23.7560975609756,13.4634146341463,27.7073170731707,21.4268292682927,9,5.02439024390244,14.890243902439,0.447005988023952,0.479803921568627,0.341139240506329,0.723819301848049,1.28048780487805,0.819490957803081,0.180509042196919,0.763473053892216,0.236526946107784,2
1996,"Atlanta Hawks","ATL","ATL",1,46,98.280487804878,97.0609756097561,36.4024390243902,81.280487804878,29.5,61.8292682926829,6.90243902439024,19.4512195121951,18.5731707317073,24.5365853658537,14.4146341463415,26.1951219512195,19.6219512195122,9.40243902439024,3.89024390243902,14.9756097560976,0.447861965491373,0.477120315581854,0.354858934169279,0.756958250497018,1.21951219512195,0.810385259631491,0.189614740368509,0.760690172543136,0.239309827456864,2
1997,"Atlanta Hawks","ATL","ATL",1,56,94.8048780487805,89.3658536585366,34.2926829268293,76.9146341463415,26.2560975609756,54.5487804878049,8.03658536585366,22.3658536585366,18.1829268292683,23.8414634146341,12.4512195121951,28.6585365853659,18.9878048780488,8.54878048780488,5.20731707317073,14.9756097560976,0.445853813223403,0.481332439078918,0.359323882224646,0.762659846547315,5.43902439024392,0.765647226173542,0.234352773826458,0.709211986681465,0.290788013318535,2
1998,"Atlanta Hawks","ATL","ATL",0,50,95.8536585365854,92.3414634146341,35.2073170731707,77.4634146341463,31.0975609756098,65.0731707317073,4.10975609756098,12.390243902439,21.3292682926829,28.219512195122,13.4878048780488,29.4756097560976,19.1341463414634,7.96341463414634,5.98780487804878,14.8048780487805,0.454502518891688,0.477886056971514,0.331692913385827,0.755834053586863,3.51219512195122,0.88326983027364,0.11673016972636,0.840050377833753,0.159949622166247,2
2000,"Atlanta Hawks","ATL","ATL",1,28,94.3292682926829,99.7073170731707,36.5853658536585,83.0121951219512,33.4390243902439,73.0853658536585,3.14634146341463,9.92682926829268,18.0121951219512,24.2317073170732,13.9756097560976,31.3414634146341,18.8780487804878,6.09756097560976,5.6219512195122,15.4390243902439,0.440722785368004,0.457533789420991,0.316953316953317,0.743331655762456,-5.3780487804878,0.914,0.086,0.880417217570148,0.119582782429852,3
2001,"Atlanta Hawks","ATL","ATL",0,25,90.9634146341463,96.1707317073171,35.0731707317073,81.3170731707317,31.0121951219512,69.9390243902439,4.0609756097561,11.3780487804878,16.7560975609756,22.0853658536585,12.5365853658537,30.3658536585366,19.0121951219512,7.73170731707317,4.71951219512195,16.6829268292683,0.431313737252549,0.443417611159547,0.356913183279743,0.758696852567642,-5.20731707317073,0.884214186369958,0.115785813630042,0.860077984403119,0.139922015596881,3
2002,"Atlanta Hawks","ATL","ATL",1,33,94.0365853658537,98.2682926829268,35.3780487804878,80.609756097561,30.219512195122,66.0487804878049,5.15853658536585,14.5609756097561,18.1219512195122,23.6829268292683,11.6463414634146,29.8170731707317,20.1951219512195,8.13414634146342,4.26829268292683,15.5487804878049,0.438880484114977,0.457533234859675,0.35427135678392,0.76519052523172,-4.23170731707317,0.854188210961737,0.145811789038263,0.819364599092284,0.180635400907716,3
2003,"Atlanta Hawks","ATL","ATL",0,35,94.0731707317073,97.6341463414634,34.8658536585366,78.4634146341463,29.9634146341463,64.5487804878049,4.90243902439024,13.9146341463415,19.4390243902439,24.5243902439024,11.4268292682927,31.1951219512195,20.4756097560976,7.45121951219512,5.76829268292683,16.6707317073171,0.444358097606466,0.464197997354997,0.352322524101665,0.792640477374441,-3.5609756097561,0.859391395592865,0.140608604407135,0.822660864159154,0.177339135840845,3
2004,"Atlanta Hawks","ATL","ATL",1,28,92.8170731707317,97.4634146341463,34.5,79.6219512195122,29.390243902439,64.390243902439,5.10975609756098,15.2317073170732,18.7073170731707,24.0975609756098,12.1463414634146,30.5731707317073,20.0975609756098,7.64634146341463,4.97560975609756,16.4634146341463,0.43329759534385,0.456439393939394,0.33546837469976,0.776315789473684,-4.64634146341464,0.851891127606928,0.148108872393072,0.808699647725532,0.191300352274468,3
2005,"Atlanta Hawks","ATL","ATL",1,13,92.7439024390244,102.451219512195,35.8780487804878,81.3658536585366,32.1707317073171,69.5,3.70731707317073,11.8658536585366,17.280487804878,24.3170731707317,13.4146341463415,28.4756097560976,19.6829268292683,7.67073170731707,4.19512195121951,16.0853658536585,0.440947242206235,0.462888226004562,0.312435765673176,0.710631895687061,-9.70731707317073,0.896668932698844,0.103331067301156,0.854166666666667,0.145833333333333,3
2006,"Atlanta Hawks","ATL","ATL",0,26,97.219512195122,101.975609756098,35.9268292682927,79.219512195122,30.7560975609756,65.1463414634146,5.17073170731707,14.0731707317073,20.1951219512195,26.9146341463415,13.0365853658537,27.219512195122,19.8170731707317,7.15853658536585,4.80487804878049,15.6585365853659,0.453509852216749,0.472107824784725,0.367417677642981,0.750339827820571,-4.7560975609756,0.856076035302105,0.143923964697895,0.822352216748768,0.177647783251232,3
2007,"Atlanta Hawks","ATL","ATL",0,30,93.6585365853659,98.4146341463415,34.5243902439024,77.7073170731707,30.3658536585366,65.0487804878049,4.15853658536585,12.6585365853659,20.4512195121951,26.8658536585366,11.9024390243902,28.1951219512195,19.1829268292683,7.42682926829268,5.4390243902439,15.9268292682927,0.44428750784683,0.46681664791901,0.328516377649326,0.761234679981843,-4.75609756097562,0.879547862945956,0.120452137054045,0.837099811676083,0.162900188323917,3
2008,"Atlanta Hawks","ATL","ATL",0,37,98.219512195122,100.036585365854,36.280487804878,79.9024390243902,31.5975609756098,66.7560975609756,4.68292682926829,13.1463414634146,20.9756097560976,27.1585365853659,12.2926829268293,29.9268292682927,22,7.31707317073171,5.46341463414634,14.9146341463415,0.454059829059829,0.47332846181951,0.35621521335807,0.772339470139201,-1.8170731707317,0.870924369747899,0.129075630252101,0.835470085470085,0.164529914529915,3
2009,"Atlanta Hawks","ATL","ATL",0,47,98.1219512195122,96.5487804878049,36.0487804878049,78.6707317073171,28.7682926829268,58.7560975609756,7.28048780487805,19.9146341463415,18.7439024390244,25.4268292682927,10.609756097561,29.4146341463415,20.2073170731707,7.35365853658537,4.58536585365854,12.780487804878,0.458223531235467,0.489622249896222,0.365584813227189,0.737170263788969,1.57317073170732,0.798037889039242,0.201962110960758,0.74686095179042,0.25313904820958,3
2010,"Atlanta Hawks","ATL","ATL",0,53,101.682926829268,97.0243902439024,38.7926829268293,82.9390243902439,32.4024390243902,65.1951219512195,6.39024390243902,17.7439024390244,17.7073170731707,23.3414634146341,11.8170731707317,29.890243902439,21.8170731707317,7.21951219512195,5.03658536585366,11.9512195121951,0.467725334509631,0.497007108118219,0.360137457044674,0.758620689655172,4.65853658536585,0.83527192706696,0.16472807293304,0.78606087340097,0.21393912659903,3
2011,"Atlanta Hawks","ATL","ATL",1,44,95,95.8170731707317,36.2317073170732,78.4024390243902,30.109756097561,61,6.1219512195122,17.4024390243902,16.4146341463415,21.0731707317073,9.29268292682927,30,21.9756097560976,6.0609756097561,4.15853658536585,13.6341463414634,0.462124747239073,0.493602558976409,0.351786965662228,0.778935185185185,-0.817073170731703,0.831033322113766,0.168966677886234,0.778037019754239,0.221962980245761,3
1980,"Boston Celtics","BOS","BOS",1,61,113.451219512195,105.658536585366,44.109756097561,90.0853658536585,42.1341463414634,84.9390243902439,1.97560975609756,5.14634146341463,23.2560975609756,29.8658536585366,14.9634146341463,29.9634146341463,26.8048780487805,9.86585365853658,3.75609756097561,18.7682926829268,0.489643969134967,0.496051687006461,0.383886255924171,0.77868517762352,7.79268292682927,0.955211501244125,0.044788498755875,0.942872614051713,0.0571273859482875,1
1981,"Boston Celtics","BOS","BOS",1,62,109.853658536585,103.975609756098,43.6707317073171,86.5731707317073,42.8780487804878,83.6341463414634,0.792682926829268,2.9390243902439,21.719512195122,28.890243902439,14.0853658536585,29.5609756097561,26.8536585365854,8.32926829268293,7.24390243902439,19.2317073170732,0.50443724468235,0.512685914260717,0.269709543568465,0.751794005909666,5.87804878048782,0.981848645629712,0.0181513543702876,0.966051556557262,0.0339484434427384,1
1982,"Boston Celtics","BOS","BOS",1,63,111.951219512195,105.573170731707,44.5975609756098,89.4390243902439,44,87.1951219512195,0.597560975609756,2.24390243902439,22.1585365853659,29.9634146341463,15.280487804878,30.3536585365854,25.9268292682927,7.95121951219512,6.92682926829268,17.7073170731707,0.498636487592037,0.504615384615385,0.266304347826087,0.739519739519739,6.3780487804878,0.98660103910309,0.01339896089691,0.974911371693482,0.0250886283065176,1
1983,"Boston Celtics","BOS","BOS",1,56,112.085365853659,106.731707317073,45.2560975609756,92.0365853658537,44.780487804878,89.7682926829268,0.475609756097561,2.26829268292683,21.0975609756098,28.6341463414634,15.5243902439024,30.8780487804878,27.0243902439024,9.62195121951219,6.35365853658537,18.7926829268293,0.491718563667683,0.498845265588915,0.209677419354839,0.73679727427598,5.35365853658536,0.98949070331447,0.0105092966855295,0.975354445475023,0.0246455545249768,1
1984,"Boston Celtics","BOS","BOS",0,62,112.121951219512,105.560975609756,44.0975609756098,88.2317073170732,43.4268292682927,85.4390243902439,0.670731707317073,2.79268292682927,23.2560975609756,29.3536585365854,14.1341463414634,30.9512195121951,25.8780487804878,8.20731707317073,5.24390243902439,17.3170731707317,0.499792674498963,0.508278618327148,0.240174672489083,0.79227253842958,6.5609756097561,0.98478982300885,0.0152101769911504,0.968348306841741,0.0316516931582585,1
1985,"Boston Celtics","BOS","BOS",1,63,114.780487804878,108.134146341463,45.3780487804878,89.3292682926829,44.0365853658537,85.5609756097561,1.34146341463415,3.76829268292683,22.6829268292683,28.1341463414634,13.609756097561,32.0731707317073,27.890243902439,7.86585365853659,5.04878048780488,16.2439024390244,0.507986348122867,0.514680729760547,0.355987055016181,0.806241872561769,6.64634146341463,0.970438054286482,0.0295619457135179,0.957815699658703,0.0421843003412969,1
1986,"Boston Celtics","BOS","BOS",1,67,114.134146341463,104.719512195122,45.3414634146341,89.1707317073171,43.6585365853659,84.3780487804878,1.68292682926829,4.79268292682927,21.7682926829268,27.4146341463415,12.8536585365854,33.5731707317073,29.109756097561,7.81707317073171,6.23170731707317,16.5853658536585,0.508479212253829,0.517415811533459,0.351145038167939,0.794039145907473,9.41463414634147,0.962883270575578,0.0371167294244217,0.946252735229759,0.0537472647702407,1
1987,"Boston Celtics","BOS","BOS",1,59,112.646341463415,106,44.4512195121951,85.9878048780488,41.9268292682927,79.0975609756098,2.52439024390244,6.89024390243902,21.219512195122,26.2560975609756,11.3780487804878,31.5243902439024,29.5243902439024,6.84146341463415,6.41463414634146,15.8536585365854,0.516947950645299,0.530064754856614,0.366371681415929,0.808174640037157,6.64634146341463,0.94320987654321,0.0567901234567901,0.919869522053609,0.0801304779463906,1
1988,"Boston Celtics","BOS","BOS",1,57,113.59756097561,107.658536585366,43.890243902439,84.2073170731707,40.5853658536585,75.609756097561,3.30487804878049,8.59756097560976,22.5121951219512,28.0487804878049,11.3414634146341,29.7560975609756,29.8536585365854,7.5609756097561,5.0609756097561,15.9024390243902,0.521216509775525,0.536774193548387,0.384397163120567,0.802608695652174,5.9390243902439,0.924701305918311,0.0752986940816893,0.897900072411296,0.102099927588704,1
1989,"Boston Celtics","BOS","BOS",1,42,109.243902439024,108.085365853659,42.9268292682927,87.109756097561,41.9756097560976,83.3414634146341,0.951219512195122,3.76829268292683,22.4390243902439,28.6463414634146,14.3780487804878,29.780487804878,26.6951219512195,7.79268292682927,5.09756097560976,16.2926829268293,0.492790144197116,0.503658179689786,0.252427184466019,0.783312047679864,1.15853658536587,0.977840909090909,0.0221590909090909,0.956740865182696,0.0432591348173037,1
1990,"Boston Celtics","BOS","BOS",0,52,110.036585365854,106.048780487805,43.4512195121951,87.1707317073171,42.1585365853659,82.2439024390244,1.29268292682927,4.92682926829268,21.8414634146341,26.2560975609756,13,33.0121951219512,29.5487804878049,6.57317073170732,5.54878048780488,15.3170731707317,0.498461108002238,0.512603795966785,0.262376237623762,0.831862517417557,3.98780487804878,0.970249789503227,0.0297502104967724,0.943480693900392,0.0565193060996083,2
1991,"Boston Celtics","BOS","BOS",0,56,111.524390243902,105.707317073171,45.0609756097561,87.9756097560976,43.7317073170732,83.7560975609756,1.32926829268293,4.21951219512195,20.0731707317073,24.3536585365854,13.2682926829268,32.890243902439,26.3414634146341,8.19512195121951,6.89024390243902,16.0975609756098,0.512198502911006,0.522131624927199,0.315028901734104,0.824236354531798,5.81707317073172,0.970500676589987,0.0294993234100135,0.952037704463543,0.0479622955364569,2
1992,"Boston Celtics","BOS","BOS",0,51,106.646341463415,103.024390243902,43.2073170731707,87.7560975609756,41.8658536585366,83.3780487804878,1.34146341463415,4.3780487804878,18.890243902439,23.3780487804878,13.3536585365854,31.5,25.2682926829268,7.75609756097561,5.90243902439024,14.2073170731707,0.492356864924958,0.502120813222174,0.306406685236769,0.808033385498174,3.62195121951218,0.968952864803838,0.0310471351961614,0.950111172873819,0.0498888271261812,2
1993,"Boston Celtics","BOS","BOS",0,48,103.682926829268,102.792682926829,42.109756097561,86.5,40.7682926829268,81.8292682926829,1.34146341463415,4.67073170731707,18.1219512195122,23.3170731707317,13.1219512195122,29.7073170731707,24.3780487804878,7.89024390243902,5.58536585365854,14.3170731707317,0.486817989567179,0.498211624441133,0.287206266318538,0.777196652719665,0.890243902439025,0.968143643208804,0.0318563567911961,0.946003101649514,0.0539968983504864,2
1994,"Boston Celtics","BOS","BOS",1,32,100.817073170732,105.09756097561,40.6463414634146,86.0609756097561,38.9634146341463,80.2439024390244,1.68292682926829,5.81707317073171,17.8414634146341,24.4268292682927,12.6463414634146,29.0243902439024,23.5121951219512,8.21951219512195,5.36585365853659,15.1463414634146,0.472297010060932,0.485562310030395,0.289308176100629,0.730404393409885,-4.28048780487805,0.958595859585958,0.0414041404140414,0.932407538614142,0.067592461385858,2
1995,"Boston Celtics","BOS","BOS",1,35,102.780487804878,104.658536585366,38.7682926829268,83.5,34.3536585365854,71.5,4.41463414634146,12,20.8292682926829,27.6585365853659,14.0975609756098,28.2926829268293,21.7439024390244,7.46341463414634,4.40243902439024,15.9146341463415,0.464290930334453,0.480470748763432,0.367886178861789,0.753086419753086,-1.8780487804878,0.886127713117333,0.113872286882668,0.856287425149701,0.143712574850299,2
1996,"Boston Celtics","BOS","BOS",0,33,103.59756097561,107,38.5731707317073,84.6585365853659,32,66.9390243902439,6.57317073170732,17.719512195122,19.8780487804878,27.8536585365854,12.8048780487805,29.5975609756098,21.8536585365854,7.96341463414634,4.95121951219512,15.8780487804878,0.455632382598675,0.478047003097103,0.370956641431521,0.713660245183888,-3.40243902439025,0.829592159342396,0.170407840657604,0.79069432440219,0.20930567559781,2
1997,"Boston Celtics","BOS","BOS",0,15,100.585365853659,107.914634146341,37.390243902439,84.9634146341463,31.6951219512195,68.7317073170732,5.69512195121951,16.2317073170732,20.109756097561,26.8170731707317,13.3536585365854,26.6829268292683,21.8536585365854,9.87804878048781,3.84146341463415,16.3658536585366,0.440074637577149,0.461142654364798,0.350864012021037,0.749886311959982,-7.32926829268294,0.847684279191129,0.152315720808871,0.80895650925793,0.19104349074207,2
1998,"Boston Celtics","BOS","BOS",0,36,95.9024390243902,98.5243902439024,36.7317073170732,84.5609756097561,31.6707317073171,69.3292682926829,5.0609756097561,15.2317073170732,17.3780487804878,23.9512195121951,14.5853658536585,24.9268292682927,22.1463414634146,12.0365853658537,4.46341463414634,16.219512195122,0.434381309489472,0.456816182937555,0.33226581265012,0.725560081466395,-2.6219512195122,0.862217795484728,0.137782204515272,0.819873089126046,0.180126910873954,2
2000,"Boston Celtics","BOS","BOS",1,35,99.3414634146341,100.09756097561,37.2439024390244,83.9024390243902,32.1585365853659,68.5365853658537,5.08536585365854,15.3658536585366,19.7682926829268,26.5243902439024,13.5121951219512,29.5121951219512,21.2317073170732,9.69512195121951,3.48780487804878,15.3536585365854,0.443895348837209,0.469217081850534,0.330952380952381,0.745287356321839,-0.756097560975604,0.863457760314342,0.136542239685658,0.816860465116279,0.183139534883721,3
2001,"Boston Celtics","BOS","BOS",0,36,94.6219512195122,96.7560975609756,33.8170731707317,79.0853658536585,26.5975609756098,59.1707317073171,7.21951219512195,19.9146341463415,19.7682926829268,26.7073170731707,10.9390243902439,28.8658536585366,20.8292682926829,9.37804878048781,4.09756097560976,15.6707317073171,0.427602158828065,0.449505358615004,0.362522963870178,0.740182648401827,-2.13414634146341,0.786512802019473,0.213487197980526,0.748188126445644,0.251811873554356,3
2002,"Boston Celtics","BOS","BOS",0,49,96.3536585365854,94.1463414634146,34.780487804878,82.0853658536585,26.2560975609756,58.3536585365854,8.52439024390244,23.7317073170732,18.2682926829268,23.9024390243902,10.8658536585366,31.3414634146341,21,9.67073170731707,3.5609756097561,13.5853658536585,0.423711187045016,0.449947753396029,0.359198355601233,0.764285714285714,2.20731707317074,0.754908835904628,0.245091164095372,0.710889912345862,0.289110087654138,3
2003,"Boston Celtics","BOS","BOS",1,44,92.6707317073171,93.0609756097561,32.9268292682927,79.3780487804878,24.1585365853659,53.0975609756098,8.76829268292683,26.280487804878,18.0487804878049,24.3170731707317,10.3536585365854,30.1341463414634,19.2073170731707,8.78048780487805,3.69512195121951,13.9878048780488,0.414810262713166,0.454983922829582,0.333642691415313,0.74222668004012,-0.390243902439025,0.733703703703704,0.266296296296296,0.668919956982639,0.331080043017361,3
2004,"Boston Celtics","BOS","BOS",0,36,95.2560975609756,96.7073170731707,34.6707317073171,78.2317073170732,27.9268292682927,58.7317073170732,6.74390243902439,19.5,19.1707317073171,25.5487804878049,10.3780487804878,29.7560975609756,20.5243902439024,9.39024390243902,4.03658536585366,16.2439024390244,0.443180046765394,0.475498338870432,0.3458411507192,0.75035799522673,-1.45121951219512,0.805487161449173,0.194512838550827,0.750740452065472,0.249259547934528,3
2005,"Boston Celtics","BOS","BOS",0,45,101.268292682927,100.40243902439,37.1463414634146,79.4024390243902,31.8170731707317,64.1341463414634,5.32926829268293,15.2682926829268,21.6463414634146,28.3292682926829,11.0853658536585,29.7317073170732,22.0731707317073,8.13414634146342,5.15853658536585,15.8170731707317,0.467823682998003,0.496101920517209,0.349041533546326,0.764098148945329,0.865853658536579,0.856533158240315,0.143466841759685,0.807710029181385,0.192289970818615,3
2006,"Boston Celtics","BOS","BOS",1,33,97.9634146341463,99.5,35.9878048780488,77.0975609756098,30.2926829268293,61.3658536585366,5.69512195121951,15.7317073170732,20.2926829268293,26.8780487804878,9.91463414634146,29.6585365853659,20.9268292682927,7.04878048780488,5.14634146341463,16.5731707317073,0.466782663714015,0.493640699523052,0.362015503875969,0.754990925589837,-1.53658536585365,0.841748559810234,0.158251440189766,0.795950648528947,0.204049351471053,3
2007,"Boston Celtics","BOS","BOS",1,24,95.8170731707317,99.2317073170732,34.8536585365854,78.7073170731707,29.109756097561,63.0609756097561,5.74390243902439,15.6463414634146,20.3658536585366,26.5609756097561,11.1951219512195,29.1585365853659,19.8780487804878,7.18292682926829,4.65853658536585,16.4634146341463,0.442826154322901,0.461612840843164,0.367108339828527,0.766758494031221,-3.41463414634147,0.83519944016795,0.16480055983205,0.801208552835451,0.198791447164549,3
2008,"Boston Celtics","BOS","BOS",1,66,100.548780487805,90.2926829268293,36.4146341463415,76.6585365853659,29.1463414634146,57.5853658536585,7.26829268292683,19.0731707317073,20.4512195121951,26.5365853658537,10.1219512195122,31.890243902439,22.3536585365854,8.48780487804878,4.6219512195122,15.1951219512195,0.475023862551702,0.506141465480728,0.381074168797954,0.770680147058824,10.2560975609756,0.80040187541862,0.19959812458138,0.75119312758511,0.24880687241489,3
2009,"Boston Celtics","BOS","BOS",0,62,100.914634146341,93.4024390243902,37.5,77.2317073170732,30.9390243902439,60.7073170731707,6.5609756097561,16.5243902439024,19.3536585365854,25.3048780487805,10.5975609756098,31.5365853658537,22.7073170731707,7.57317073170732,4.71951219512195,15.609756097561,0.485551871151113,0.50964242667738,0.397047970479705,0.764819277108434,7.51219512195122,0.825040650406504,0.174959349593496,0.786041370598453,0.213958629401547,3
2010,"Boston Celtics","BOS","BOS",1,50,99.219512195122,95.5609756097561,37.0609756097561,76.7560975609756,30.9756097560976,59.280487804878,6.08536585365854,17.4756097560976,19.0121951219512,25.4878048780488,8.73170731707317,29.8658536585366,23.5365853658537,8.54878048780488,4.90243902439024,14.8658536585366,0.482840800762631,0.522526229170952,0.348220516399163,0.745933014354067,3.65853658536585,0.835801250411319,0.16419874958868,0.772322847156022,0.227677152843978,3
